date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team
2024-10-24,22:00,Home,1,L,3,4,-1,Winnipeg Jets,32,36,-4,2,1,0.0,100,46.7,Seattle Kraken
2024-10-24,19:00,Away,1,L,3,5,-2,Detroit Red Wings,40,20,20,5,4,60,50,50.0,New Jersey Devils
2024-10-24,19:00,Home,1,L,2,5,-3,Dallas Stars,27,32,-5,4,5,25,40,52.8,Boston Bruins
2024-10-24,19:00,Home,1,L,1,5,-4,St. Louis Blues,41,27,14,4,2,0,50,68.3,Toronto Maple Leafs
2024-10-24,21:00,Away,1,W,4,2,2,Calgary Flames,43,32,11,3,2,33.3,100,58.9,Carolina Hurricanes
2024-10-24,19:00,Home,1,L,1,3,-2,Florida Panthers,25,29,-4,4,2,0,100,60.8,New York Rangers
2024-10-24,19:00,Away,1,W,4,2,2,Tampa Bay Lightning,18,26,-8,4,1,25,100,55.8,Minnesota Wild
2024-10-24,21:00,Home,1,L,1,5,-4,Colorado Avalanche,26,26,0,3,4,0,50,71.9,Utah Hockey Club
2024-10-24,19:00,Home,1,W,5,3,2,New Jersey Devils,20,40,-20,4,5,50,40,50.0,Detroit Red Wings
2024-10-24,21:00,Home,1,L,2,4,-2,Carolina Hurricanes,32,43,-11,2,3,0,66.7,41.1,Calgary Flames
2024-10-24,22:30,Home,1,W,3,2,1,San Jose Sharks,30,26,4,2,6,0,66.7,46.6,Los Angeles Kings
2024-10-24,21:00,Home,1,L,1,5,-4,Colorado Avalanche,26,26,0,3,4,0,50,71.9,Utah Hockey Club
2024-10-24,19:00,Away,1,W,3,1,2,New York Rangers,29,25,4,2,4,0,100,39.2,Florida Panthers
2024-10-25,20:30,Home,2,L,2,3,-1,Nashville Predators,29,34,-5,5,5,0,80,41.9,Chicago Blackhawks
2024-10-25,18:00,Home,2,W,6,4,2,Ottawa Senators,28,39,-11,2,2,50,50,53.5,Vegas Golden Knights
2024-10-25,21:00,Home,2,W,4,0,4,Pittsburgh Penguins,50,27,23,2,2,50,100,57.5,Edmonton Oilers
2024-10-25,21:00,Away,2,L,0,4,-4,Edmonton Oilers,27,50,-23,2,2,0,50,42.6,Pittsburgh Penguins
2024-10-25,19:00,Away,2,W,4,3,1,New Jersey Devils,30,36,-6,4,2,25,100,62.5,New York Islanders
2024-10-25,20:30,Away,2,W,3,2,1,Chicago Blackhawks,34,29,5,5,5,20,100,58.1,Nashville Predators
2024-10-25,19:00,Home,0,L,3,4,-1,New York Islanders,36,30,6,2,4,0,75,37.5,New Jersey Devils
2024-10-25,18:00,Away,2,L,4,6,-2,Vegas Golden Knights,39,28,11,2,2,50,50,46.5,Ottawa Senators
2024-10-26,16:00,Home,1,W,3,2,1,Utah Hockey Club,23,26,-3,3,3,33.3,100,40.0,Los Angeles Kings
2024-10-26,,Away,3,W,5,2,3,St. Louis Blues,26,31,-5,3,3,33.3,100,44.0,Montréal Canadiens
2024-10-26,19:00,Away,1,L,2,5,-3,Montreal Canadiens,31,26,5,3,3,0.0,66.7,56.0,St. Louis Blues
2024-10-26,19:00,Home,1,W,2,1,1,Anaheim Ducks,32,33,-1,1,1,0,100,50.0,New York Rangers
2024-10-26,20:00,Away,3,L,3,4,-1,Nashville Predators,28,33,-5,2,2,0,100,49.1,Columbus Blue Jackets
2024-10-26,19:30,Away,1,W,6,3,3,New York Islanders,29,28,1,2,3,50,100,41.8,Florida Panthers
2024-10-26,19:30,Home,0,L,3,6,-3,Florida Panthers,28,29,-1,3,2,0,50,58.2,New York Islanders
2024-10-26,13:00,Home,2,W,7,5,2,Minnesota Wild,23,26,-3,2,4,50,75,50.9,Philadelphia Flyers
2024-10-26,20:00,Home,0,W,4,3,1,Columbus Blue Jackets,33,28,5,2,2,0,100,50.9,Nashville Predators
2024-10-26,13:00,Home,3,W,5,3,2,Detroit Red Wings,39,25,14,4,2,25,100,32.9,Buffalo Sabres
2024-10-26,13:00,Away,1,L,3,5,-2,Buffalo Sabres,25,39,-14,2,4,0,75,67.1,Detroit Red Wings
2024-10-26,22:00,Home,1,L,1,4,-3,Carolina Hurricanes,19,39,-20,3,6,0.0,83.3,54.1,Seattle Kraken
2024-10-26,19:00,Away,1,W,5,3,2,Calgary Flames,35,29,6,4,4,50,100,46.6,Winnipeg Jets
2024-10-26,22:00,Home,0,W,7,3,4,San Jose Sharks,42,26,16,4,2,25,100,50.9,Vegas Golden Knights
2024-10-26,20:00,Home,1,W,4,2,2,Chicago Blackhawks,30,24,6,3,3,33.3,100,48.1,Dallas Stars
2024-10-26,13:00,Away,1,L,5,7,-2,Philadelphia Flyers,26,23,3,4,2,25,50,49.1,Minnesota Wild
2024-10-26,19:00,Home,1,W,4,3,1,Toronto Maple Leafs,34,23,11,5,3,20,100,39.7,Boston Bruins
2024-10-26,19:00,Away,2,L,0,3,-3,Tampa Bay Lightning,32,21,11,2,3,0,100,58.3,Washington Capitals
2024-10-26,19:00,Away,3,L,1,2,-1,New York Rangers,33,32,1,1,1,0,100,50.0,Anaheim Ducks
2024-10-26,16:00,Home,1,W,3,2,1,Utah Hockey Club,23,26,-3,3,3,33.3,100,40.0,Los Angeles Kings
2024-10-26,22:00,Away,0,L,3,4,-1,Vancouver Canucks,24,34,-10,2,3,0,100,42.9,Pittsburgh Penguins
2024-10-26,22:00,Away,1,W,4,1,3,Seattle Kraken,39,19,20,6,3,16.7,100,45.9,Carolina Hurricanes
2024-10-26,20:00,Away,0,L,2,4,-2,Dallas Stars,24,30,-6,3,3,0,66.7,51.9,Chicago Blackhawks
2024-10-26,16:00,Away,1,L,2,3,-1,Los Angeles Kings,26,23,3,3,3,0,66.7,60.0,Utah Hockey Club
2024-10-26,19:00,Home,1,W,3,0,3,Washington Capitals,21,32,-11,3,2,0,100,41.7,Tampa Bay Lightning
2024-10-26,19:00,Home,1,L,3,5,-2,Winnipeg Jets,29,35,-6,4,4,0,50,53.4,Calgary Flames
2024-10-26,19:00,Away,1,L,3,4,-1,Boston Bruins,23,34,-11,3,5,0,80,60.3,Toronto Maple Leafs
2024-10-26,22:00,Home,3,W,4,3,1,Pittsburgh Penguins,34,24,10,3,2,0,100,57.1,Vancouver Canucks
2024-10-27,19:00,Away,0,L,2,6,-4,New Jersey Devils,26,34,-8,2,1,0,0,38.1,Anaheim Ducks
2024-10-27,21:00,Away,1,L,4,5,-1,Colorado Avalanche,30,32,-2,1,1,0,100,55.6,Ottawa Senators
2024-10-27,21:00,Home,2,W,5,4,1,Ottawa Senators,32,30,2,1,1,0,100,44.4,Colorado Avalanche
2024-10-27,19:00,Home,1,W,6,2,4,Anaheim Ducks,34,26,8,1,2,100,100,61.9,New Jersey Devils
2024-10-27,18:00,Away,1,W,3,2,1,Detroit Red Wings,34,26,8,2,1,0,100,39.7,Edmonton Oilers
2024-10-27,,Away,0,W,4,3,1,Philadelphia Flyers,24,26,-2,2,3,50,100,37.9,Montréal Canadiens
2024-10-27,18:00,Home,0,L,2,3,-1,Edmonton Oilers,26,34,-8,1,2,0,100,60.3,Detroit Red Wings
2024-10-27,19:00,Home,0,L,3,4,-1,Montreal Canadiens,26,24,2,3,2,0,50,62.1,Philadelphia Flyers
2024-10-28,19:30,Home,1,W,3,2,1,Nashville Predators,27,37,-10,3,4,0,75,50.0,Tampa Bay Lightning
2024-10-28,21:00,Away,1,W,5,4,1,Utah Hockey Club,46,23,23,4,2,25.0,100,45.8,San Jose Sharks
2024-10-28,22:00,Away,1,L,0,5,-5,Vegas Golden Knights,16,38,-22,1,2,0,100,42.2,Calgary Flames
2024-10-28,19:00,Home,1,W,6,1,5,Edmonton Oilers,25,32,-7,4,6,25,83.3,38.2,Columbus Blue Jackets
2024-10-28,19:30,Home,1,L,4,6,-2,Toronto Maple Leafs,23,36,-13,4,2,50,100,33.3,Winnipeg Jets
2024-10-28,22:00,Away,1,W,4,3,1,Vancouver Canucks,32,27,5,3,3,0,100,48.2,Carolina Hurricanes
2024-10-28,21:00,Away,1,W,5,2,3,Colorado Avalanche,26,26,0,3,4,33.3,75,42.9,Chicago Blackhawks
2024-10-28,19:30,Away,1,L,2,3,-1,Tampa Bay Lightning,37,27,10,4,3,25,100,50.0,Nashville Predators
2024-10-28,19:30,Away,1,W,6,4,2,Winnipeg Jets,36,23,13,2,4,0,50,66.7,Toronto Maple Leafs
2024-10-28,19:00,Away,1,W,5,2,3,Buffalo Sabres,31,28,3,4,3,50,66.7,35.5,Florida Panthers
2024-10-28,22:00,Home,1,L,3,4,-1,Carolina Hurricanes,27,32,-5,3,3,0,100,51.9,Vancouver Canucks
2024-10-28,19:00,Home,1,L,2,5,-3,Florida Panthers,28,31,-3,3,4,33.3,50,64.5,Buffalo Sabres
2024-10-28,21:00,Home,0,L,2,5,-3,Chicago Blackhawks,26,26,0,4,3,25,66.7,57.1,Colorado Avalanche
2024-10-28,22:00,Home,1,W,5,0,5,Calgary Flames,38,16,22,2,1,0,100,57.8,Vegas Golden Knights
2024-10-28,19:00,Away,0,L,1,6,-5,Columbus Blue Jackets,32,25,7,6,4,16.7,75,61.8,Edmonton Oilers
2024-10-28,21:00,Away,1,W,5,4,1,Utah Hockey Club,46,23,23,4,2,25,100,45.8,San Jose Sharks
2024-10-29,22:00,Away,2,L,2,4,-2,San Jose Sharks,28,21,7,6,4,0,100,57.9,Los Angeles Kings
2024-10-29,19:00,Away,2,W,8,2,6,Montreal Canadiens,23,30,-7,6,4,50.0,100,54.7,Seattle Kraken
2024-10-29,19:30,Away,2,L,3,5,-2,Washington Capitals,19,46,-27,3,4,33.3,100,38.2,New York Rangers
2024-10-29,19:00,Away,2,W,5,3,2,Pittsburgh Penguins,40,29,11,5,2,0,50,41.7,Minnesota Wild
2024-10-29,22:00,Home,0,W,4,2,2,Los Angeles Kings,21,28,-7,4,6,0.0,100,42.1,San Jose Sharks
2024-10-29,19:00,Home,2,L,1,3,-2,Anaheim Ducks,41,22,19,4,3,25,33.3,67.2,New York Islanders
2024-10-29,19:00,Home,2,L,3,5,-2,Minnesota Wild,29,40,-11,2,5,50,100,58.3,Pittsburgh Penguins
2024-10-29,19:30,Home,2,W,5,3,2,New York Rangers,46,19,27,4,3,0,66.7,61.8,Washington Capitals
2024-10-29,19:00,Away,2,L,1,8,-7,Ottawa Senators,27,35,-8,4,3,25.0,33.3,41.4,St. Louis Blues
2024-10-29,,Away,1,L,2,8,-6,Seattle Kraken,30,23,7,4,6,0,50,45.3,Montréal Canadiens
2024-10-29,19:00,Home,1,W,8,1,7,St. Louis Blues,35,27,8,3,4,66.7,75,58.6,Ottawa Senators
2024-10-29,19:00,Away,1,W,3,1,2,New York Islanders,22,41,-19,3,4,66.7,75,32.8,Anaheim Ducks
2024-10-29,19:00,Away,1,W,2,0,2,Boston Bruins,19,25,-6,2,4,0,100,60.8,Philadelphia Flyers
2024-10-29,19:00,Home,2,L,0,2,-2,Philadelphia Flyers,25,19,6,4,2,0,100,39.2,Boston Bruins
2024-10-30,22:00,Home,0,W,6,3,3,Vegas Golden Knights,27,26,1,1,3,100,66.7,50.0,Los Angeles Kings
2024-10-30,19:00,Away,0,L,0,2,-2,Columbus Blue Jackets,26,26,0,1,0,0,--,60.0,New York Islanders
2024-10-30,22:30,Away,2,W,6,0,6,Vancouver Canucks,22,20,2,2,4,50,100,49.1,New Jersey Devils
2024-10-30,19:00,Home,1,W,2,0,2,New York Islanders,26,26,0,0,1,--,100,40.0,Columbus Blue Jackets
2024-10-30,21:00,Home,1,L,2,5,-3,Tampa Bay Lightning,35,21,14,4,3,25,100,40.4,Colorado Avalanche
2024-10-30,21:30,Away,1,L,1,5,-4,Utah Hockey Club,31,28,3,3,4,0,50,42.4,Calgary Flames
2024-10-30,19:30,Away,1,W,6,2,4,Detroit Red Wings,29,21,8,2,3,50,33.3,61.1,Winnipeg Jets
2024-10-30,22:30,Home,1,L,0,6,-6,New Jersey Devils,20,22,-2,4,2,0,50,50.9,Vancouver Canucks
2024-10-30,19:30,Home,2,L,2,6,-4,Winnipeg Jets,21,29,-8,3,2,66.7,50,38.9,Detroit Red Wings
2024-10-30,22:00,Away,1,L,3,6,-3,Los Angeles Kings,26,27,-1,3,1,33.3,0,50.0,Vegas Golden Knights
2024-10-30,21:00,Away,1,W,5,2,3,Colorado Avalanche,21,35,-14,3,4,0,75,59.6,Tampa Bay Lightning
2024-10-31,19:00,Home,1,W,6,3,3,Montreal Canadiens,34,15,19,5,6,20,83.3,39.0,Washington Capitals
2024-10-31,19:00,Home,1,W,2,1,1,St. Louis Blues,21,21,0,3,2,0,100,53.5,Philadelphia Flyers
2024-10-31,22:30,Home,1,W,3,2,1,Chicago Blackhawks,29,29,0,1,3,100.0,100,61.0,San Jose Sharks
2024-10-31,19:00,Home,1,W,2,1,1,Anaheim Ducks,45,23,22,3,2,0,100,54.4,Pittsburgh Penguins
2024-10-31,20:00,Away,2,W,5,1,4,Nashville Predators,29,27,2,1,3,0,66.7,54.0,Edmonton Oilers
2024-10-31,19:00,Home,2,W,8,2,6,Boston Bruins,37,15,22,5,5,60,80,43.8,Carolina Hurricanes
2024-10-31,22:30,Away,2,L,2,3,-1,San Jose Sharks,29,29,0,3,1,0,0,39.0,Chicago Blackhawks
2024-10-31,19:00,Away,1,L,2,8,-6,Carolina Hurricanes,15,37,-22,5,5,20,40,56.2,Boston Bruins
2024-10-31,19:00,Home,2,W,4,1,3,Seattle Kraken,30,25,5,2,3,0,100,55.6,Toronto Maple Leafs
2024-10-31,19:00,Away,1,L,1,2,-1,Philadelphia Flyers,21,21,0,2,3,0.0,100,46.5,St. Louis Blues
2024-10-31,20:00,Home,2,L,1,5,-4,Edmonton Oilers,27,29,-2,3,1,33.3,100,46.0,Nashville Predators
2024-10-31,19:00,Away,1,L,1,2,-1,Pittsburgh Penguins,23,45,-22,2,3,0,100,45.6,Anaheim Ducks
2024-10-31,,Away,1,L,3,6,-3,Washington Capitals,15,34,-19,6,5,16.7,80,61.0,Montréal Canadiens
2024-10-31,19:00,Away,1,L,1,4,-3,Toronto Maple Leafs,25,30,-5,3,2,0.0,100,44.4,Seattle Kraken
2024-11-01,19:00,Home,3,L,3,4,-1,New York Islanders,35,36,-1,4,4,25,75,45.6,Buffalo Sabres
2024-11-01,19:00,Away,1,W,6,2,4,Columbus Blue Jackets,44,22,22,2,2,50,50,48.3,Winnipeg Jets
2024-11-01,14:00,Away,3,W,6,4,2,Dallas Stars,28,36,-8,2,3,50,100,53.0,Florida Panthers
2024-11-01,21:00,Away,1,L,0,3,-3,Calgary Flames,22,32,-10,3,4,0,100,48.5,New Jersey Devils
2024-11-01,20:00,Away,1,L,3,5,-2,Minnesota Wild,30,22,8,4,2,50,100,53.7,Tampa Bay Lightning
2024-11-01,19:00,Away,2,L,1,2,-1,New York Rangers,41,18,23,5,2,0,50,45.8,Ottawa Senators
2024-11-01,19:00,Away,1,W,4,3,1,Buffalo Sabres,36,35,1,4,4,25,75,54.4,New York Islanders
2024-11-01,19:00,Away,1,W,4,3,1,Buffalo Sabres,36,35,1,4,4,25,75,54.4,New York Islanders
2024-11-01,21:00,Home,1,W,3,0,3,New Jersey Devils,32,22,10,4,3,0,100,51.5,Calgary Flames
2024-11-01,14:00,Home,4,L,4,6,-2,Florida Panthers,36,28,8,3,2,0,50,47.0,Dallas Stars
2024-11-01,19:00,Home,2,W,2,1,1,Ottawa Senators,18,41,-23,2,5,50,100,54.2,New York Rangers
2024-11-01,20:00,Home,2,W,5,3,2,Tampa Bay Lightning,22,30,-8,2,4,0,50,46.3,Minnesota Wild
2024-11-02,19:00,Home,1,W,3,1,2,Montreal Canadiens,24,26,-2,2,2,50,100,57.1,Pittsburgh Penguins
2024-11-02,19:00,Home,0,W,3,0,3,Seattle Kraken,23,22,1,3,4,0,100,55.3,Ottawa Senators
2024-11-02,19:00,Home,2,W,2,1,1,Buffalo Sabres,23,32,-9,4,2,50,100,60.3,Detroit Red Wings
2024-11-02,19:00,Away,1,L,2,4,-2,St. Louis Blues,37,24,13,4,4,0,100,65.3,Toronto Maple Leafs
2024-11-02,,Away,1,L,1,3,-2,Pittsburgh Penguins,26,24,2,2,2,0,50,42.9,Montréal Canadiens
2024-11-02,22:00,Away,2,L,3,4,-1,Vegas Golden Knights,19,35,-16,0,1,--,100,52.9,Utah Hockey Club
2024-11-02,12:00,Away,0,L,2,4,-2,Florida Panthers,25,25,0,4,4,25,75,53.7,Dallas Stars
2024-11-02,17:00,Home,1,W,7,2,5,Columbus Blue Jackets,22,36,-14,1,3,0,100,39.7,Washington Capitals
2024-11-02,19:00,Away,1,L,0,3,-3,Ottawa Senators,22,23,-1,4,3,0.0,100,44.7,Seattle Kraken
2024-11-02,19:00,Home,1,W,4,2,2,Toronto Maple Leafs,24,37,-13,4,4,0.0,100,34.7,St. Louis Blues
2024-11-02,12:00,Home,0,W,4,2,2,Dallas Stars,25,25,0,4,4,25,75,46.3,Florida Panthers
2024-11-02,20:00,Away,2,L,2,5,-3,Nashville Predators,31,26,5,4,2,25,0,49.2,Colorado Avalanche
2024-11-02,16:00,Away,1,L,3,3,0,Los Angeles Kings,21,40,-19,2,3,0,66.7,34.5,Chicago Blackhawks
2024-11-02,13:00,Home,1,L,0,3,-3,Boston Bruins,20,31,-11,3,2,0,100,46.7,Philadelphia Flyers
2024-11-02,17:00,Away,0,L,2,7,-5,Washington Capitals,36,22,14,3,1,0,100,60.3,Columbus Blue Jackets
2024-11-02,22:00,Away,2,W,3,2,1,San Jose Sharks,28,23,5,2,2,0,100,48.7,Vancouver Canucks
2024-11-02,16:00,Home,2,L,3,3,0,Chicago Blackhawks,40,21,19,3,2,33.3,100,65.5,Los Angeles Kings
2024-11-02,19:00,Away,0,L,1,2,-1,Detroit Red Wings,32,23,9,2,4,0,50,39.7,Buffalo Sabres
2024-11-02,20:00,Home,1,W,5,2,3,Colorado Avalanche,26,31,-5,2,4,100,75,50.8,Nashville Predators
2024-11-02,22:00,Home,2,W,4,3,1,Utah Hockey Club,35,19,16,1,0,0,--,47.1,Vegas Golden Knights
2024-11-02,13:00,Away,1,W,3,0,3,Philadelphia Flyers,31,20,11,2,3,0,100,53.3,Boston Bruins
2024-11-03,20:00,Home,1,L,2,4,-2,Edmonton Oilers,31,31,0,2,3,50,66.7,53.2,Calgary Flames
2024-11-03,20:00,Away,2,W,4,2,2,Calgary Flames,31,31,0,3,2,33.3,50,46.8,Edmonton Oilers
2024-11-03,20:00,Home,2,L,2,4,-2,Chicago Blackhawks,40,29,11,5,2,20,0,50.9,Anaheim Ducks
2024-11-03,15:00,Away,1,L,4,7,-3,Winnipeg Jets,30,34,-4,2,3,50,66.7,54.2,Tampa Bay Lightning
2024-11-03,17:00,Home,0,W,2,0,2,Seattle Kraken,33,23,10,5,3,20,100,63.3,Boston Bruins
2024-11-03,13:00,Home,1,W,5,2,3,New York Islanders,40,37,3,3,5,33.3,100,42.6,New York Rangers
2024-11-03,17:00,Home,2,W,4,2,2,Washington Capitals,45,21,24,3,4,0,75,50.0,Carolina Hurricanes
2024-11-03,20:00,Away,0,W,4,2,2,Anaheim Ducks,29,40,-11,2,5,100,80,49.1,Chicago Blackhawks
2024-11-03,18:00,Away,0,L,1,2,-1,Minnesota Wild,28,33,-5,2,3,50,100,51.1,Toronto Maple Leafs
2024-11-03,18:00,Home,1,W,2,1,1,Toronto Maple Leafs,33,28,5,3,2,0,50,48.9,Minnesota Wild
2024-11-03,17:00,Away,0,L,2,4,-2,Carolina Hurricanes,21,45,-24,4,3,25,100,50.0,Washington Capitals
2024-11-03,17:00,Away,0,L,0,2,-2,Boston Bruins,23,33,-10,3,5,0.0,80,36.7,Seattle Kraken
2024-11-03,15:00,Home,1,W,7,4,3,Tampa Bay Lightning,34,30,4,3,2,33.3,50,45.8,Winnipeg Jets
2024-11-04,20:30,Away,2,W,3,0,3,Edmonton Oilers,16,31,-15,1,1,100,100,51.1,New Jersey Devils
2024-11-04,20:00,Away,1,W,3,0,3,Nashville Predators,27,16,11,4,3,0,100,54.6,Los Angeles Kings
2024-11-04,20:00,Home,1,L,0,3,-3,Los Angeles Kings,16,27,-11,3,4,0,100,45.5,Nashville Predators
2024-11-04,20:30,Home,0,L,0,3,-3,New Jersey Devils,31,16,15,1,1,0,0,48.9,Edmonton Oilers
2024-11-05,19:00,Home,1,W,6,4,2,Philadelphia Flyers,35,16,19,2,3,0,66.7,41.1,Carolina Hurricanes
2024-11-05,20:00,Away,0,W,5,1,4,Minnesota Wild,28,24,4,1,4,100,100,52.4,Los Angeles Kings
2024-11-05,19:30,Away,2,L,3,3,0,New York Islanders,35,26,9,4,4,25,75,49.2,Pittsburgh Penguins
2024-11-05,20:00,Away,2,L,0,3,-3,Winnipeg Jets,21,28,-7,4,2,0,50,45.6,Utah Hockey Club
2024-11-05,19:00,Away,1,W,3,2,1,Montreal Canadiens,35,24,11,1,3,0,66.7,42.7,Calgary Flames
2024-11-05,19:30,Home,1,L,3,3,0,Pittsburgh Penguins,26,35,-9,4,4,25,75,50.8,New York Islanders
2024-11-05,22:00,Away,2,W,5,1,4,Anaheim Ducks,37,22,15,5,4,20,75,54.0,Vancouver Canucks
2024-11-05,,Away,2,L,2,3,-1,Calgary Flames,24,35,-11,3,1,33.3,100,57.4,Montréal Canadiens
2024-11-05,19:00,Away,2,L,1,5,-4,Buffalo Sabres,38,34,4,3,4,0,50,56.5,Ottawa Senators
2024-11-05,20:00,Home,1,L,1,5,-4,Los Angeles Kings,24,28,-4,4,1,0,0,47.6,Minnesota Wild
2024-11-05,22:00,Home,1,L,1,5,-4,Vancouver Canucks,22,37,-15,4,5,25,80,46.0,Anaheim Ducks
2024-11-05,20:00,Home,1,W,3,0,3,Utah Hockey Club,28,21,7,2,4,50,100,54.4,Winnipeg Jets
2024-11-05,19:00,Home,1,W,4,0,4,Boston Bruins,27,29,-2,7,6,42.9,100,54.8,Toronto Maple Leafs
2024-11-05,19:00,Away,2,L,4,6,-2,Carolina Hurricanes,16,35,-19,3,2,33.3,100,58.9,Philadelphia Flyers
2024-11-05,21:00,Away,1,L,3,6,-3,Colorado Avalanche,20,32,-12,3,5,33.3,40,54.2,Seattle Kraken
2024-11-05,20:00,Away,1,L,2,3,-1,St. Louis Blues,23,23,0,3,1,0,100,52.4,Tampa Bay Lightning
2024-11-05,21:00,Home,2,W,6,3,3,Seattle Kraken,32,20,12,5,3,60,66.7,45.8,Colorado Avalanche
2024-11-05,19:00,Away,1,L,0,4,-4,Toronto Maple Leafs,29,27,2,6,7,0,57.1,45.2,Boston Bruins
2024-11-05,19:00,Home,2,W,5,1,4,Ottawa Senators,34,38,-4,4,3,50,100,43.6,Buffalo Sabres
2024-11-05,22:30,Away,2,L,1,2,-1,San Jose Sharks,50,27,23,3,4,0,100,51.8,Columbus Blue Jackets
2024-11-05,22:30,Home,2,W,2,1,1,Columbus Blue Jackets,27,50,-23,4,3,0,100,48.2,San Jose Sharks
2024-11-05,20:00,Home,2,W,3,2,1,Tampa Bay Lightning,23,23,0,1,3,0.0,100,47.6,St. Louis Blues
2024-11-06,20:00,Away,3,W,4,1,3,Chicago Blackhawks,25,29,-4,2,2,0,100,47.2,Detroit Red Wings
2024-11-06,20:30,Home,1,L,2,4,-2,Vegas Golden Knights,29,35,-6,1,2,0,50,50.9,Edmonton Oilers
2024-11-06,20:30,Away,3,W,4,2,2,Edmonton Oilers,35,29,6,2,1,50,100,49.1,Vegas Golden Knights
2024-11-06,20:00,Home,2,L,1,4,-3,Detroit Red Wings,29,25,4,2,2,0,100,52.8,Chicago Blackhawks
2024-11-06,19:00,Home,2,W,3,2,1,Nashville Predators,36,35,1,6,2,0,100,47.6,Washington Capitals
2024-11-06,19:00,Away,1,L,2,3,-1,Washington Capitals,35,36,-1,2,6,0,100,52.4,Nashville Predators
2024-11-07,19:00,Away,1,W,6,1,5,New York Rangers,22,26,-4,4,4,25,100,51.9,Buffalo Sabres
2024-11-07,19:00,Away,0,L,2,6,-4,Florida Panthers,18,34,-16,5,7,20,71.4,59.4,Nashville Predators
2024-11-07,19:30,Away,1,L,1,1,0,Tampa Bay Lightning,31,23,8,2,2,0,100,51.2,Philadelphia Flyers
2024-11-07,19:00,Home,3,L,1,6,-5,Buffalo Sabres,26,22,4,4,4,0,75,48.2,New York Rangers
2024-11-07,20:00,Home,4,W,3,1,2,Chicago Blackhawks,40,26,14,3,3,0,66.7,71.4,Dallas Stars
2024-11-07,19:00,Away,1,L,3,4,-1,Boston Bruins,37,38,-1,3,2,33.3,100,46.8,Calgary Flames
2024-11-07,,Away,1,L,3,5,-2,New Jersey Devils,24,27,-3,2,3,0,100,47.1,Montréal Canadiens
2024-11-07,19:00,Home,4,W,6,2,4,Nashville Predators,34,18,16,7,5,28.6,80,40.6,Florida Panthers
2024-11-07,19:00,Home,1,W,5,1,4,Pittsburgh Penguins,18,36,-18,1,4,0,100,52.6,Carolina Hurricanes
2024-11-07,20:00,Away,1,L,0,1,-1,Winnipeg Jets,35,28,7,1,2,0,100,44.1,Colorado Avalanche
2024-11-07,19:00,Home,1,L,2,4,-2,New York Islanders,30,25,5,3,2,33.3,100,49.1,Ottawa Senators
2024-11-07,20:00,Away,0,L,1,3,-2,Dallas Stars,26,40,-14,3,3,33.3,100,28.6,Chicago Blackhawks
2024-11-07,22:30,Home,1,L,2,4,-2,Vancouver Canucks,28,23,5,4,3,0,66.7,49.0,Los Angeles Kings
2024-11-07,22:30,Home,1,L,2,5,-3,Minnesota Wild,26,31,-5,3,3,0.0,66.7,62.5,San Jose Sharks
2024-11-07,19:00,Home,1,W,4,3,1,Calgary Flames,38,37,1,2,3,0,66.7,53.2,Boston Bruins
2024-11-07,20:00,Home,1,W,1,0,1,Colorado Avalanche,28,35,-7,2,1,0,100,55.9,Winnipeg Jets
2024-11-07,19:00,Home,2,W,5,3,2,Montreal Canadiens,27,24,3,3,2,0,100,52.9,New Jersey Devils
2024-11-07,19:30,Home,1,L,1,1,0,Philadelphia Flyers,23,31,-8,2,2,0,100,48.8,Tampa Bay Lightning
2024-11-07,20:00,Home,1,L,2,4,-2,Utah Hockey Club,15,31,-16,3,2,0.0,100,40.3,St. Louis Blues
2024-11-07,20:00,Away,1,W,4,2,2,St. Louis Blues,31,15,16,2,3,0,100,59.7,Utah Hockey Club
2024-11-07,19:00,Away,1,L,1,5,-4,Carolina Hurricanes,36,18,18,4,1,0,100,47.4,Pittsburgh Penguins
2024-11-07,22:30,Away,1,W,5,2,3,San Jose Sharks,31,26,5,3,3,33.3,100,37.5,Minnesota Wild
2024-11-07,22:30,Away,1,W,4,2,2,Los Angeles Kings,23,28,-5,3,4,33.3,100,51.0,Vancouver Canucks
2024-11-08,22:00,Home,2,L,2,5,-3,Minnesota Wild,35,31,4,6,2,0,50,41.7,Anaheim Ducks
2024-11-08,22:00,Away,0,W,5,2,3,Anaheim Ducks,31,35,-4,2,6,50,100,58.3,Minnesota Wild
2024-11-08,19:30,Away,0,W,4,2,2,Washington Capitals,32,34,-2,2,3,0,100,49.2,Pittsburgh Penguins
2024-11-08,22:00,Away,1,L,3,4,-1,Seattle Kraken,24,32,-8,4,1,25,100,48.2,Vegas Golden Knights
2024-11-08,19:30,Home,1,L,2,4,-2,Pittsburgh Penguins,34,32,2,3,2,0,100,50.9,Washington Capitals
2024-11-08,19:00,Home,2,W,3,1,2,Detroit Red Wings,20,22,-2,2,3,100,66.7,43.1,Toronto Maple Leafs
2024-11-08,19:00,Away,1,L,1,3,-2,Toronto Maple Leafs,22,20,2,3,2,33.3,0,56.9,Detroit Red Wings
2024-11-08,22:00,Home,2,W,4,3,1,Vegas Golden Knights,32,24,8,1,4,0.0,75,51.9,Seattle Kraken
