Date,Time,Visitor,G,Home,G.1,Unnamed: 6,Att.,LOG,Notes
2024-12-21,4:00 PM,San Jose Sharks,2.0,Edmonton Oilers,3.0,OT,18347.0,2:23,
2024-12-21,7:00 PM,Detroit Red Wings,1.0,Montreal Canadiens,5.0,,21105.0,2:23,
2024-12-21,7:00 PM,Pittsburgh Penguins,0.0,New Jersey Devils,3.0,,16514.0,2:23,
2024-12-21,1:30 PM,Los Angeles Kings,2.0,Nashville Predators,3.0,OT,17159.0,2:23,
2024-12-21,7:00 PM,Columbus Blue Jackets,4.0,Philadelphia Flyers,5.0,OT,18644.0,2:36,
2024-12-21,7:00 PM,New York Islanders,6.0,Toronto Maple Leafs,3.0,,18912.0,2:21,
2024-12-21,10:00 PM,Ottawa Senators,5.0,Vancouver Canucks,4.0,OT,18940.0,2:30,
2024-12-21,10:00 PM,Seattle Kraken,2.0,Vegas Golden Knights,6.0,,17862.0,2:34,
2024-12-21,7:00 PM,Minnesota Wild,0.0,Winnipeg Jets,5.0,,15225.0,2:19,
2024-12-22,8:00 PM,Seattle Kraken,2.0,Colorado Avalanche,5.0,,18089.0,2:25,
2024-12-22,8:00 PM,Ottawa Senators,1.0,Edmonton Oilers,3.0,,18347.0,2:22,
2024-12-22,12:30 PM,Carolina Hurricanes,3.0,New York Rangers,1.0,,18006.0,2:26,
2024-12-22,5:00 PM,Florida Panthers,4.0,Tampa Bay Lightning,2.0,,19092.0,2:29,
2024-12-22,5:00 PM,Anaheim Ducks,5.0,Utah Hockey Club,4.0,SO,11131.0,2:45,
2024-12-22,5:00 PM,Los Angeles Kings,1.0,Washington Capitals,3.0,,18573.0,2:24,
2024-12-23,7:00 PM,Washington Capitals,1.0,Boston Bruins,4.0,,17850.0,2:32,
2024-12-23,7:00 PM,Montreal Canadiens,4.0,Columbus Blue Jackets,5.0,,17875.0,2:37,
2024-12-23,7:00 PM,St. Louis Blues,4.0,Detroit Red Wings,0.0,,19515.0,2:18,
2024-12-23,7:00 PM,Tampa Bay Lightning,4.0,Florida Panthers,0.0,,19544.0,2:42,
2024-12-23,8:00 PM,Chicago Blackhawks,3.0,Minnesota Wild,4.0,,19067.0,2:20,
2024-12-23,1:00 PM,New York Rangers,0.0,New Jersey Devils,5.0,,16514.0,2:23,
2024-12-23,8:00 PM,Carolina Hurricanes,2.0,Nashville Predators,5.0,,17159.0,2:28,
2024-12-23,7:30 PM,Buffalo Sabres,7.0,New York Islanders,1.0,,17255.0,2:30,
2024-12-23,7:00 PM,Philadelphia Flyers,3.0,Pittsburgh Penguins,7.0,,18290.0,2:20,
2024-12-23,2:00 PM,Winnipeg Jets,5.0,Toronto Maple Leafs,2.0,,18923.0,2:28,
2024-12-23,9:00 PM,Dallas Stars,3.0,Utah Hockey Club,2.0,,11131.0,2:27,
2024-12-23,9:00 PM,San Jose Sharks,3.0,Vancouver Canucks,4.0,,18791.0,2:41,
2024-12-23,10:00 PM,Anaheim Ducks,1.0,Vegas Golden Knights,3.0,,18009.0,2:31,
2024-12-27,7:00 PM,Chicago Blackhawks,2.0,Buffalo Sabres,6.0,,19070.0,2:21,
2024-12-27,7:00 PM,Boston Bruins,2.0,Columbus Blue Jackets,6.0,,18821.0,2:24,
2024-12-27,8:00 PM,Minnesota Wild,3.0,Dallas Stars,2.0,OT,18532.0,2:25,
2024-12-27,7:00 PM,Toronto Maple Leafs,5.0,Detroit Red Wings,2.0,,19515.0,2:20,
2024-12-27,7:00 PM,Carolina Hurricanes,2.0,New Jersey Devils,4.0,,16629.0,2:22,
2024-12-27,10:30 PM,Vegas Golden Knights,6.0,San Jose Sharks,3.0,,17435.0,2:30,
2024-12-27,8:00 PM,Nashville Predators,4.0,St. Louis Blues,7.0,,18096.0,2:39,
2024-12-27,9:30 PM,Colorado Avalanche,4.0,Utah Hockey Club,1.0,,11131.0,2:33,
2024-12-28,4:00 PM,Philadelphia Flyers,3.0,Anaheim Ducks,1.0,,16472.0,2:24,
2024-12-28,7:00 PM,Columbus Blue Jackets,0.0,Boston Bruins,4.0,,17850.0,2:22,
2024-12-28,7:00 PM,New Jersey Devils,2.0,Carolina Hurricanes,5.0,,18825.0,2:36,
2024-12-28,1:00 PM,Montreal Canadiens,4.0,Florida Panthers,0.0,,19483.0,2:23,
2024-12-28,4:00 PM,Edmonton Oilers,3.0,Los Angeles Kings,4.0,OT,18145.0,2:31,
2024-12-28,7:30 PM,Pittsburgh Penguins,3.0,New York Islanders,6.0,,17255.0,2:33,
2024-12-28,10:00 PM,Calgary Flames,3.0,San Jose Sharks,1.0,,17435.0,2:25,
2024-12-28,7:00 PM,New York Rangers,2.0,Tampa Bay Lightning,6.0,,19092.0,2:41,
2024-12-28,7:00 PM,Washington Capitals,5.0,Toronto Maple Leafs,2.0,,19125.0,2:22,
2024-12-28,4:00 PM,Seattle Kraken,5.0,Vancouver Canucks,4.0,OT,18905.0,2:27,
2024-12-28,7:00 PM,Ottawa Senators,2.0,Winnipeg Jets,4.0,,14734.0,2:21,
2024-12-29,4:00 PM,Edmonton Oilers,3.0,Anaheim Ducks,5.0,,16010.0,2:20,
2024-12-29,8:30 PM,Dallas Stars,5.0,Chicago Blackhawks,1.0,,20627.0,2:26,
2024-12-29,5:00 PM,Washington Capitals,2.0,Detroit Red Wings,4.0,,19515.0,2:30,
2024-12-29,9:00 PM,Philadelphia Flyers,4.0,Los Angeles Kings,5.0,,18145.0,2:25,
2024-12-29,8:00 PM,Ottawa Senators,3.0,Minnesota Wild,1.0,,18989.0,2:31,
2024-12-29,5:30 PM,New York Islanders,2.0,Pittsburgh Penguins,3.0,,18357.0,2:33,
2024-12-29,3:00 PM,Buffalo Sabres,4.0,St. Louis Blues,2.0,,18096.0,2:28,
2024-12-29,5:00 PM,Montreal Canadiens,5.0,Tampa Bay Lightning,2.0,,19092.0,2:32,
2024-12-29,8:00 PM,Calgary Flames,0.0,Vegas Golden Knights,3.0,,18269.0,2:32,
2024-12-30,7:00 PM,New York Rangers,3.0,Florida Panthers,5.0,,19556.0,2:30,
2024-12-30,8:00 PM,Utah Hockey Club,2.0,Seattle Kraken,5.0,,17151.0,2:36,
2024-12-30,7:30 PM,Nashville Predators,0.0,Winnipeg Jets,3.0,,15225.0,2:26,
2024-12-31,8:00 PM,New Jersey Devils,2.0,Anaheim Ducks,3.0,,17174.0,2:34,
2024-12-31,8:00 PM,Carolina Hurricanes,3.0,Columbus Blue Jackets,4.0,SO,17712.0,2:47,
2024-12-31,9:00 PM,Vancouver Canucks,1.0,Calgary Flames,3.0,,19289.0,2:38,
2024-12-31,5:00 PM,St. Louis Blues,6.0,Chicago Blackhawks,2.0,,40933.0,2:39,"at Wrigley Field (Chicago, IL)"
2024-12-31,8:00 PM,Winnipeg Jets,2.0,Colorado Avalanche,5.0,,18094.0,2:18,
2024-12-31,8:00 PM,Buffalo Sabres,2.0,Dallas Stars,4.0,,18532.0,2:22,
2024-12-31,8:00 PM,Pittsburgh Penguins,2.0,Detroit Red Wings,4.0,,19515.0,2:22,
2024-12-31,9:00 PM,Utah Hockey Club,1.0,Edmonton Oilers,4.0,,18347.0,2:20,
2024-12-31,8:00 PM,Nashville Predators,3.0,Minnesota Wild,5.0,,19145.0,2:38,
2024-12-31,8:00 PM,Philadelphia Flyers,4.0,San Jose Sharks,0.0,,14816.0,2:25,
2024-12-31,1:00 PM,New York Islanders,1.0,Toronto Maple Leafs,3.0,,18933.0,2:29,
2024-12-31,3:00 PM,Montreal Canadiens,3.0,Vegas Golden Knights,2.0,,17925.0,2:23,
2024-12-31,12:30 PM,Boston Bruins,1.0,Washington Capitals,3.0,,18573.0,2:38,
2025-01-01,6:00 PM,New Jersey Devils,0.0,Los Angeles Kings,3.0,,18145.0,2:29,
2025-01-02,7:00 PM,Detroit Red Wings,5.0,Columbus Blue Jackets,4.0,,18370.0,2:22,
2025-01-02,9:00 PM,Utah Hockey Club,5.0,Calgary Flames,3.0,,17160.0,2:28,
2025-01-02,9:00 PM,Buffalo Sabres,5.0,Colorado Avalanche,6.0,OT,18081.0,2:46,
2025-01-02,8:00 PM,Ottawa Senators,2.0,Dallas Stars,4.0,,18532.0,2:31,
2025-01-02,7:00 PM,Carolina Hurricanes,3.0,Florida Panthers,1.0,,19434.0,2:43,
2025-01-02,7:30 PM,Toronto Maple Leafs,2.0,New York Islanders,1.0,,17255.0,2:27,
2025-01-02,7:00 PM,Boston Bruins,1.0,New York Rangers,2.0,,18006.0,2:33,
2025-01-02,10:00 PM,Vancouver Canucks,4.0,Seattle Kraken,3.0,SO,17151.0,2:40,
2025-01-02,10:30 PM,Tampa Bay Lightning,1.0,San Jose Sharks,2.0,,11103.0,2:18,
2025-01-02,10:00 PM,Philadelphia Flyers,2.0,Vegas Golden Knights,5.0,,17909.0,2:23,
2025-01-02,8:00 PM,Anaheim Ducks,4.0,Winnipeg Jets,3.0,OT,15225.0,2:25,
2025-01-02,7:00 PM,Minnesota Wild,4.0,Washington Capitals,3.0,SO,18573.0,2:37,
2025-01-03,8:00 PM,Montreal Canadiens,2.0,Chicago Blackhawks,4.0,,19620.0,2:25,
2025-01-03,9:00 PM,Anaheim Ducks,2.0,Edmonton Oilers,3.0,,18347.0,2:23,
2025-01-03,7:00 PM,Pittsburgh Penguins,2.0,Florida Panthers,3.0,SO,19543.0,2:42,
2025-01-03,8:00 PM,Ottawa Senators,0.0,St. Louis Blues,4.0,,18096.0,2:26,
2025-01-03,10:00 PM,Nashville Predators,3.0,Vancouver Canucks,0.0,,18894.0,2:24,
2025-01-04,7:00 PM,Minnesota Wild,4.0,Carolina Hurricanes,0.0,,18903.0,2:32,
2025-01-04,7:00 PM,St. Louis Blues,4.0,Columbus Blue Jackets,6.0,,18535.0,2:29,
2025-01-04,10:00 PM,Nashville Predators,4.0,Calgary Flames,1.0,,17893.0,2:34,
2025-01-04,7:00 PM,Montreal Canadiens,2.0,Colorado Avalanche,1.0,SO,18087.0,2:38,
2025-01-04,8:00 PM,Utah Hockey Club,2.0,Dallas Stars,3.0,OT,18532.0,2:25,
2025-01-04,9:00 PM,Tampa Bay Lightning,1.0,Los Angeles Kings,2.0,,18145.0,2:31,
2025-01-04,10:00 PM,Edmonton Oilers,4.0,Seattle Kraken,2.0,,17151.0,2:26,
2025-01-04,4:00 PM,New Jersey Devils,2.0,San Jose Sharks,3.0,,17435.0,2:30,
2025-01-04,7:00 PM,Boston Bruins,4.0,Toronto Maple Leafs,6.0,,18996.0,2:31,
2025-01-04,10:00 PM,Buffalo Sabres,1.0,Vegas Golden Knights,3.0,,18111.0,2:24,
2025-01-04,7:00 PM,Detroit Red Wings,4.0,Winnipeg Jets,2.0,,14527.0,2:17,
2025-01-04,12:00 PM,New York Rangers,4.0,Washington Capitals,7.0,,18573.0,2:45,
2025-01-05,8:00 PM,Tampa Bay Lightning,1.0,Anaheim Ducks,4.0,,14208.0,2:25,
2025-01-05,6:00 PM,New York Islanders,5.0,Boston Bruins,4.0,OT,17850.0,2:35,
2025-01-05,6:00 PM,Pittsburgh Penguins,3.0,Carolina Hurricanes,4.0,OT,18891.0,2:33,
2025-01-05,3:00 PM,New York Rangers,6.0,Chicago Blackhawks,2.0,,18819.0,2:31,
2025-01-05,7:00 PM,Philadelphia Flyers,2.0,Toronto Maple Leafs,3.0,OT,18554.0,2:32,
2025-01-06,7:00 PM,Washington Capitals,3.0,Buffalo Sabres,4.0,SO,15548.0,2:47,
2025-01-06,9:00 PM,Florida Panthers,1.0,Colorado Avalanche,3.0,,18024.0,2:30,
2025-01-06,7:30 PM,Vancouver Canucks,4.0,Montreal Canadiens,5.0,OT,21105.0,2:26,
2025-01-06,10:00 PM,New Jersey Devils,3.0,Seattle Kraken,2.0,,17151.0,2:30,
2025-01-07,10:00 PM,Calgary Flames,3.0,Anaheim Ducks,2.0,OT,17396.0,2:31,
2025-01-07,7:00 PM,Edmonton Oilers,4.0,Boston Bruins,0.0,,17850.0,2:19,
2025-01-07,7:00 PM,Ottawa Senators,2.0,Detroit Red Wings,3.0,OT,19515.0,2:33,
2025-01-07,8:00 PM,St. Louis Blues,4.0,Minnesota Wild,6.0,,18464.0,2:24,
2025-01-07,7:00 PM,Dallas Stars,5.0,New York Rangers,4.0,OT,17528.0,2:30,
2025-01-07,7:30 PM,Toronto Maple Leafs,3.0,Philadelphia Flyers,2.0,,18058.0,2:32,
2025-01-07,7:00 PM,Columbus Blue Jackets,4.0,Pittsburgh Penguins,3.0,SO,16060.0,2:34,
2025-01-07,10:30 PM,Vegas Golden Knights,4.0,San Jose Sharks,2.0,,10802.0,2:20,
2025-01-07,7:00 PM,Carolina Hurricanes,2.0,Tampa Bay Lightning,3.0,,19092.0,2:41,
2025-01-07,8:00 PM,Nashville Predators,2.0,Winnipeg Jets,5.0,,13105.0,2:27,
2025-01-08,7:30 PM,Colorado Avalanche,1.0,Chicago Blackhawks,3.0,,17667.0,2:26,
2025-01-08,10:00 PM,Florida Panthers,4.0,Utah Hockey Club,1.0,,11131.0,2:30,
2025-01-08,7:30 PM,Vancouver Canucks,1.0,Washington Capitals,2.0,OT,17941.0,2:39,
2025-01-09,7:30 PM,Toronto Maple Leafs,3.0,Carolina Hurricanes,6.0,,18750.0,2:26,
2025-01-09,7:00 PM,Seattle Kraken,2.0,Columbus Blue Jackets,6.0,,15497.0,2:21,
2025-01-09,8:00 PM,Colorado Avalanche,6.0,Minnesota Wild,1.0,,18979.0,2:25,
2025-01-09,7:00 PM,New Jersey Devils,2.0,New York Rangers,3.0,OT,18006.0,2:29,
2025-01-09,7:00 PM,Buffalo Sabres,4.0,Ottawa Senators,0.0,,16276.0,2:29,
2025-01-09,7:00 PM,Dallas Stars,4.0,Philadelphia Flyers,1.0,,17941.0,2:23,
2025-01-09,7:00 PM,Edmonton Oilers,3.0,Pittsburgh Penguins,5.0,,17004.0,2:29,
2025-01-09,8:00 PM,Anaheim Ducks,2.0,St. Louis Blues,6.0,,17176.0,2:23,
2025-01-09,7:00 PM,Boston Bruins,1.0,Tampa Bay Lightning,4.0,,19092.0,2:44,
2025-01-09,10:00 PM,New York Islanders,4.0,Vegas Golden Knights,0.0,,17713.0,2:20,
2025-01-10,7:00 PM,Vancouver Canucks,0.0,Carolina Hurricanes,2.0,,18700.0,2:29,
2025-01-10,7:00 PM,Chicago Blackhawks,3.0,Detroit Red Wings,5.0,,19515.0,2:20,
2025-01-10,9:00 PM,San Jose Sharks,1.0,Utah Hockey Club,2.0,,11131.0,2:28,
2025-01-10,8:00 PM,Los Angeles Kings,2.0,Winnipeg Jets,1.0,OT,14218.0,2:30,
2025-01-10,7:00 PM,Montreal Canadiens,3.0,Washington Capitals,2.0,OT,18573.0,2:30,
2025-01-11,4:00 PM,Seattle Kraken,6.0,Buffalo Sabres,2.0,,16759.0,2:32,
2025-01-11,10:00 PM,Los Angeles Kings,1.0,Calgary Flames,2.0,,18446.0,2:27,
2025-01-11,7:00 PM,Edmonton Oilers,4.0,Chicago Blackhawks,3.0,,19387.0,2:24,
2025-01-11,1:00 PM,Boston Bruins,4.0,Florida Panthers,3.0,OT,19687.0,2:51,
2025-01-11,7:00 PM,Dallas Stars,2.0,Montreal Canadiens,1.0,SO,21105.0,2:45,
2025-01-11,7:00 PM,Tampa Bay Lightning,2.0,New Jersey Devils,3.0,OT,16514.0,2:30,
2025-01-11,8:00 PM,Washington Capitals,4.0,Nashville Predators,1.0,,17159.0,2:28,
2025-01-11,7:00 PM,Anaheim Ducks,0.0,Philadelphia Flyers,6.0,,19154.0,2:40,
2025-01-11,4:00 PM,Ottawa Senators,5.0,Pittsburgh Penguins,0.0,,18043.0,2:29,
2025-01-11,10:00 PM,Minnesota Wild,3.0,San Jose Sharks,1.0,,17435.0,2:22,
2025-01-11,7:00 PM,Columbus Blue Jackets,2.0,St. Louis Blues,1.0,,17591.0,2:21,
2025-01-11,7:00 PM,Vancouver Canucks,3.0,Toronto Maple Leafs,0.0,,19104.0,2:18,
2025-01-11,9:00 PM,New York Islanders,2.0,Utah Hockey Club,1.0,,11131.0,2:28,
2025-01-11,10:00 PM,New York Rangers,2.0,Vegas Golden Knights,1.0,,18144.0,2:31,
2025-01-11,7:00 PM,Colorado Avalanche,0.0,Winnipeg Jets,3.0,,14782.0,2:16,
2025-01-12,5:00 PM,Anaheim Ducks,3.0,Carolina Hurricanes,2.0,OT,18897.0,2:39,
2025-01-12,3:00 PM,Seattle Kraken,2.0,Detroit Red Wings,6.0,,19515.0,2:30,
2025-01-12,5:00 PM,Dallas Stars,2.0,Ottawa Senators,3.0,,17653.0,2:31,
2025-01-12,5:00 PM,Tampa Bay Lightning,5.0,Pittsburgh Penguins,2.0,,17352.0,2:21,
2025-01-12,8:00 PM,Minnesota Wild,1.0,Vegas Golden Knights,4.0,,17921.0,2:25,
2025-01-13,7:30 PM,Calgary Flames,5.0,Chicago Blackhawks,2.0,,15966.0,2:26,
2025-01-13,9:30 PM,Los Angeles Kings,0.0,Edmonton Oilers,1.0,,18347.0,2:33,
2025-01-13,7:00 PM,Florida Panthers,3.0,Philadelphia Flyers,4.0,,19293.0,2:32,
2025-01-14,7:00 PM,Tampa Bay Lightning,2.0,Boston Bruins,6.0,,17850.0,2:53,
2025-01-14,7:00 PM,Philadelphia Flyers,2.0,Columbus Blue Jackets,3.0,SO,15018.0,2:34,
2025-01-14,9:00 PM,New York Rangers,2.0,Colorado Avalanche,3.0,OT,18037.0,2:35,
2025-01-14,7:00 PM,San Jose Sharks,6.0,Detroit Red Wings,3.0,,19515.0,2:22,
2025-01-14,7:30 PM,Florida Panthers,2.0,New Jersey Devils,1.0,SO,16514.0,2:43,
2025-01-14,8:00 PM,Vegas Golden Knights,3.0,Nashville Predators,5.0,,17159.0,2:27,
2025-01-14,7:30 PM,Ottawa Senators,2.0,New York Islanders,0.0,,15101.0,2:33,
2025-01-14,7:00 PM,Seattle Kraken,4.0,Pittsburgh Penguins,2.0,,16314.0,2:23,
2025-01-14,8:00 PM,Calgary Flames,1.0,St. Louis Blues,2.0,,16992.0,2:21,
2025-01-14,7:00 PM,Dallas Stars,4.0,Toronto Maple Leafs,1.0,,18535.0,2:22,
2025-01-14,9:00 PM,Montreal Canadiens,5.0,Utah Hockey Club,3.0,,11131.0,2:36,
2025-01-14,8:00 PM,Vancouver Canucks,1.0,Winnipeg Jets,6.0,,14050.0,2:21,
2025-01-14,7:00 PM,Anaheim Ducks,0.0,Washington Capitals,3.0,,18573.0,2:16,
2025-01-15,6:00 PM,Carolina Hurricanes,2.0,Buffalo Sabres,4.0,,13449.0,2:21,
2025-01-15,8:30 PM,Edmonton Oilers,5.0,Minnesota Wild,3.0,,18212.0,2:30,
2025-01-16,7:00 PM,San Jose Sharks,1.0,Columbus Blue Jackets,4.0,,15943.0,2:20,
2025-01-16,9:30 PM,Edmonton Oilers,4.0,Colorado Avalanche,3.0,,18054.0,2:20,
2025-01-16,8:00 PM,Montreal Canadiens,3.0,Dallas Stars,1.0,,18532.0,2:30,
2025-01-16,7:00 PM,Detroit Red Wings,5.0,Florida Panthers,2.0,,19486.0,2:26,
2025-01-16,8:00 PM,Chicago Blackhawks,2.0,Nashville Predators,3.0,SO,17159.0,2:45,
2025-01-16,7:30 PM,Philadelphia Flyers,5.0,New York Islanders,3.0,,15761.0,2:32,
2025-01-16,7:00 PM,Washington Capitals,1.0,Ottawa Senators,0.0,OT,17242.0,2:23,
2025-01-16,8:00 PM,Calgary Flames,1.0,St. Louis Blues,4.0,,17456.0,2:32,
2025-01-16,7:00 PM,Anaheim Ducks,3.0,Tampa Bay Lightning,4.0,SO,19092.0,2:42,
2025-01-16,7:00 PM,New Jersey Devils,3.0,Toronto Maple Leafs,4.0,OT,18577.0,2:35,
2025-01-16,9:00 PM,New York Rangers,5.0,Utah Hockey Club,3.0,,11131.0,2:38,
2025-01-16,10:00 PM,Los Angeles Kings,5.0,Vancouver Canucks,1.0,,18913.0,2:31,
2025-01-16,8:00 PM,Seattle Kraken,1.0,Winnipeg Jets,2.0,,13959.0,2:22,
2025-01-17,7:00 PM,Pittsburgh Penguins,5.0,Buffalo Sabres,2.0,,19070.0,2:28,
2025-01-17,7:00 PM,Vegas Golden Knights,2.0,Carolina Hurricanes,3.0,,18825.0,2:33,
2025-01-18,8:00 PM,Vegas Golden Knights,3.0,Chicago Blackhawks,5.0,,19340.0,2:33,
2025-01-18,4:00 PM,Dallas Stars,3.0,Colorado Avalanche,6.0,,18055.0,2:35,
2025-01-18,6:00 PM,Anaheim Ducks,0.0,Florida Panthers,3.0,,19395.0,2:25,
2025-01-18,7:00 PM,Toronto Maple Leafs,7.0,Montreal Canadiens,3.0,,21105.0,2:39,
2025-01-18,12:30 PM,Philadelphia Flyers,3.0,New Jersey Devils,1.0,,16514.0,2:19,
2025-01-18,8:00 PM,Minnesota Wild,2.0,Nashville Predators,6.0,,17615.0,2:39,
2025-01-18,7:30 PM,San Jose Sharks,1.0,New York Islanders,4.0,,17255.0,2:21,
2025-01-18,7:00 PM,Columbus Blue Jackets,0.0,New York Rangers,1.0,SO,18006.0,2:28,
2025-01-18,3:00 PM,Boston Bruins,5.0,Ottawa Senators,6.0,SO,18768.0,2:56,
2025-01-18,10:00 PM,Los Angeles Kings,2.0,Seattle Kraken,4.0,,17151.0,2:24,
2025-01-18,7:00 PM,Detroit Red Wings,1.0,Tampa Bay Lightning,5.0,,19092.0,2:34,
2025-01-18,9:00 PM,St. Louis Blues,2.0,Utah Hockey Club,4.0,,11131.0,2:29,
2025-01-18,10:00 PM,Edmonton Oilers,2.0,Vancouver Canucks,3.0,,18965.0,2:30,
2025-01-18,7:00 PM,Calgary Flames,3.0,Winnipeg Jets,1.0,,15225.0,2:20,
2025-01-18,7:00 PM,Pittsburgh Penguins,1.0,Washington Capitals,4.0,,18573.0,2:28,
2025-01-19,8:00 PM,Detroit Red Wings,1.0,Dallas Stars,4.0,,18532.0,2:28,
2025-01-19,7:00 PM,New York Rangers,4.0,Montreal Canadiens,5.0,OT,21105.0,2:42,
2025-01-19,1:00 PM,Ottawa Senators,2.0,New Jersey Devils,1.0,,16514.0,2:18,
2025-01-20,1:00 PM,San Jose Sharks,3.0,Boston Bruins,6.0,,17850.0,2:30,
2025-01-20,8:30 PM,Carolina Hurricanes,4.0,Chicago Blackhawks,3.0,OT,15831.0,2:33,
2025-01-20,3:00 PM,Minnesota Wild,3.0,Colorado Avalanche,1.0,,18072.0,2:33,
2025-01-20,10:30 PM,Pittsburgh Penguins,5.0,Los Angeles Kings,1.0,,18145.0,2:27,
2025-01-20,7:30 PM,Columbus Blue Jackets,1.0,New York Islanders,3.0,,14551.0,2:22,
2025-01-20,4:00 PM,Buffalo Sabres,4.0,Seattle Kraken,6.0,,17151.0,2:23,
2025-01-20,7:30 PM,Tampa Bay Lightning,3.0,Toronto Maple Leafs,5.0,,19123.0,2:33,
2025-01-20,9:30 PM,Winnipeg Jets,2.0,Utah Hockey Club,5.0,,11131.0,2:29,
2025-01-20,6:00 PM,St. Louis Blues,5.0,Vegas Golden Knights,4.0,SO,17879.0,2:48,
2025-01-21,10:00 PM,Florida Panthers,5.0,Anaheim Ducks,2.0,,14694.0,2:26,
2025-01-21,8:00 PM,Carolina Hurricanes,2.0,Dallas Stars,1.0,,18532.0,2:23,
2025-01-21,9:00 PM,Washington Capitals,3.0,Edmonton Oilers,2.0,,18347.0,2:22,
2025-01-21,7:00 PM,Tampa Bay Lightning,2.0,Montreal Canadiens,3.0,,21105.0,2:30,
2025-01-21,8:00 PM,San Jose Sharks,5.0,Nashville Predators,7.0,,17159.0,2:34,
2025-01-21,7:00 PM,Ottawa Senators,0.0,New York Rangers,5.0,,17662.0,2:32,
2025-01-21,7:00 PM,Detroit Red Wings,1.0,Philadelphia Flyers,2.0,OT,17635.0,2:23,
2025-01-21,10:00 PM,Buffalo Sabres,3.0,Vancouver Canucks,2.0,,19064.0,2:23,
2025-01-22,9:30 PM,Winnipeg Jets,3.0,Colorado Avalanche,2.0,OT,18125.0,2:28,
2025-01-22,10:00 PM,Florida Panthers,1.0,Los Angeles Kings,2.0,,15090.0,2:26,
2025-01-22,7:00 PM,Boston Bruins,1.0,New Jersey Devils,5.0,,16025.0,2:26,
2025-01-22,7:30 PM,Columbus Blue Jackets,5.0,Toronto Maple Leafs,1.0,,18459.0,2:25,
2025-01-23,10:00 PM,Pittsburgh Penguins,1.0,Anaheim Ducks,5.0,,15330.0,2:30,
2025-01-23,7:00 PM,Ottawa Senators,0.0,Boston Bruins,2.0,,17850.0,2:27,
2025-01-23,7:00 PM,Columbus Blue Jackets,4.0,Carolina Hurricanes,7.0,,18700.0,2:29,
2025-01-23,9:00 PM,Buffalo Sabres,2.0,Calgary Flames,5.0,,17585.0,2:36,
2025-01-23,7:00 PM,Montreal Canadiens,2.0,Detroit Red Wings,4.0,,18825.0,2:30,
2025-01-23,9:00 PM,Vancouver Canucks,2.0,Edmonton Oilers,6.0,,18347.0,2:33,
2025-01-23,8:00 PM,Utah Hockey Club,4.0,Minnesota Wild,0.0,,18071.0,2:22,
2025-01-23,7:00 PM,Philadelphia Flyers,1.0,New York Rangers,6.0,,18006.0,2:31,
2025-01-23,10:00 PM,Washington Capitals,3.0,Seattle Kraken,0.0,,17151.0,2:28,
